gene_id,Exp_2_3,Neg_1_2
CELE_Y105C5A.860|21ur-10186,0,0
CELE_Y105C5A.550|21ur-13788,0,0
CELE_Y105C5A.184|21ur-5383,0,0
CELE_Y105C5A.699|21ur-14431,0,0
CELE_Y105C5A.345|21ur-2340,0,0
CELE_Y105C5A.519|21ur-10445,0,0
CELE_Y105C5A.1177|21ur-8628,0,0
CELE_Y105C5A.902|21ur-11236,0,0
CELE_Y105C5A.872|21ur-11039,0,0
CELE_Y105C5A.524|21ur-14530,0,0
CELE_Y105C5A.961|21ur-9931,0,0
CELE_Y105C5A.475|21ur-1582,0,0
CELE_Y105C5A.929|21ur-5597,0,0
CELE_Y105C5A.100|21ur-3061,0,0
CELE_Y105C5A.185|21ur-4421,0,0
CELE_Y105C5A.1183|21ur-14254,0,0
CELE_Y105C5A.912|21ur-9680,0,0
CELE_Y105C5A.621|21ur-14471,0,0
CELE_Y105C5A.193|21ur-2078,0,0
CELE_Y105C5A.199|21ur-1183,0,0
CELE_Y105C5A.244|21ur-3613,0,0
CELE_Y105C5A.288|21ur-302,0,0
CELE_Y105C5A.997|21ur-15515,0,0
CELE_Y105C5A.370|21ur-4530,0,0
CELE_Y105C5A.367|21ur-837,0,0
CELE_Y105C5A.690|21ur-5491,0,0
CELE_Y105C5A.217|21ur-1884,0,0
CELE_Y105C5A.362|21ur-303,0,0
CELE_Y105C5A.1013|21ur-8593,0,0
CELE_Y105C5A.204|21ur-246,0,0
CELE_Y105C5A.529|21ur-5818,0,0
CELE_Y105C5A.954|21ur-10721,0,0
CELE_Y105C5A.792|21ur-13954,0,0
CELE_Y105C5A.652|21ur-11869,0,0
CELE_Y105C5A.436|21ur-239,0,0
CELE_Y105C5A.870|21ur-12081,0,0
CELE_Y105C5A.681|21ur-6567,0,0
CELE_Y105C5A.188|21ur-109,0,0
CELE_Y105C5A.867|21ur-10764,0,0
CELE_Y105C5A.500|21ur-4894,0,0
CELE_Y105C5A.75|21ur-3670,0,0
CELE_Y105C5A.67|21ur-31,0,0
CELE_Y105C5A.231|21ur-809,0,0
CELE_Y105C5A.493|21ur-4347,0,0
CELE_Y105C5A.1094|21ur-9909,0,0
CELE_Y105C5A.243|21ur-1579,0,0
CELE_Y105C5A.1219|21ur-8370,0,0
CELE_Y105C5A.1266|21ur-6530,0,0
CELE_Y105C5A.441|21ur-1914,0,0
CELE_Y105C5A.1227|21ur-9925,0,0
CELE_Y105C5A.858|21ur-11776,0,0
CELE_Y105C5A.936|21ur-15665,0,0
CELE_Y105C5A.490|21ur-2922,0,0
CELE_Y105C5A.589|21ur-8452,0,0
CELE_Y105C5A.1061|21ur-12239,0,0
CELE_Y105C5A.497|21ur-1061,0,0
CELE_Y105C5A.960|21ur-15598,0,0
CELE_Y105C5A.916|21ur-6382,0,0
CELE_Y105C5A.794|21ur-11990,0,0
CELE_Y105C5A.1022|21ur-7620,0,0
CELE_Y105C5A.704|21ur-5784,0,0
CELE_Y105C5A.676|21ur-12157,0,0
CELE_Y105C5A.1156|21ur-5946,0,0
CELE_Y105C5A.585|21ur-12363,0,0
CELE_Y105C5A.925|21ur-15646,0,0
CELE_Y105C5A.101|21ur-5217,0,0
CELE_Y105C5A.731|21ur-12580,0,0
CELE_Y105C5A.691|21ur-9561,0,0
CELE_Y105C5A.758|21ur-7793,0,0
CELE_Y105C5A.739|21ur-13628,0,0
CELE_Y105C5A.359|21ur-4918,0,0
CELE_Y105C5A.967|21ur-12900,0,0
CELE_Y105C5A.980|21ur-11116,0,0
CELE_Y105C5A.186|21ur-5184,0,0
CELE_Y105C5A.558|21ur-6281,0,0
CELE_Y105C5A.200|21ur-1870,0,0
CELE_Y105C5A.613|21ur-14272,0,0
CELE_Y105C5A.355|21ur-118,0,0
CELE_Y105C5A.242|21ur-5431,0,0
CELE_Y105C5A.857|21ur-5621,0,0
CELE_Y105C5A.434|21ur-4830,0,0
CELE_Y105C5A.989|21ur-14038,0,0
CELE_Y105C5A.852|21ur-8367,0,0
CELE_Y105C5A.955|21ur-12478,0,0
CELE_Y105C5A.685|21ur-8999,0,0
CELE_Y105C5A.873|21ur-8393,0,0
CELE_Y105C5A.439|21ur-2963,0,0
CELE_Y105C5A.1014|21ur-10988,0,0
CELE_Y105C5A.1028|21ur-12376,0,0
CELE_Y105C5A.976|21ur-11878,0,0
CELE_Y105C5A.104|21ur-4849,0,0
CELE_Y105C5A.1076|21ur-9755,0,0
CELE_Y105C5A.1181|21ur-13203,0,0
CELE_Y105C5A.271|21ur-4628,0,0
CELE_Y105C5A.139|21ur-5424,0,0
CELE_Y105C5A.498|21ur-3910,0,0
CELE_Y105C5A.319|21ur-5278,0,0
CELE_Y105C5A.753|21ur-8527,0,0
CELE_Y105C5A.1248|21ur-9536,0,0
CELE_Y105C5A.740|21ur-7412,0,0
CELE_Y105C5A.180|21ur-4546,0,0
CELE_Y105C5A.35|21ur-3262,0,0
CELE_Y105C5A.766|21ur-8023,0,0
CELE_Y105C5A.538|21ur-12513,0,0
CELE_Y105C5A.896|21ur-11350,0,0
CELE_Y105C5A.268|21ur-1972,0,0
CELE_Y105C5A.1178|21ur-10791,0,0
CELE_Y105C5A.320|21ur-5097,0,0
CELE_Y105C5A.1138|21ur-9744,0,0
CELE_Y105C5A.838|21ur-8357,0,0
CELE_Y105C5A.435|21ur-3345,0,0
CELE_Y105C5A.762|21ur-8493,0,0
CELE_Y105C5A.920|21ur-14518,0,0
CELE_Y105C5A.389|21ur-167,0,0
CELE_Y105C5A.212|21ur-135,0,0
CELE_Y105C5A.1036|21ur-10112,0,0
CELE_Y105C5A.97|21ur-3976,0,0
CELE_Y105C5A.168|21ur-4190,0,0
CELE_Y105C5A.40|21ur-4269,0,0
CELE_Y105C5A.474|21ur-3423,0,0
CELE_Y105C5A.656|21ur-10082,0,0
CELE_Y105C5A.635|21ur-8040,0,0
CELE_Y105C5A.1235|21ur-9171,0,0
CELE_Y105C5A.444|21ur-2582,0,0
CELE_Y105C5A.673|21ur-8070,0,0
CELE_Y105C5A.773|21ur-8483,0,0
CELE_Y105C5A.182|21ur-5314,0,0
CELE_Y105C5A.543|21ur-9617,0,0
CELE_Y105C5A.43|21ur-5133,0,0
CELE_Y105C5A.1072|21ur-11145,0,0
CELE_Y105C5A.140|21ur-4494,0,0
CELE_Y105C5A.59|21ur-3041,0,0
CELE_Y105C5A.1152|21ur-7755,0,0
CELE_Y105C5A.719|21ur-14784,0,0
CELE_Y105C5A.52|21ur-4812,0,0
CELE_Y105C5A.725|21ur-13099,0,0
CELE_Y105C5A.330|21ur-259,0,0
CELE_Y105C5A.1006|21ur-15044,0,0
CELE_Y105C5A.72|21ur-4724,0,0
CELE_Y105C5A.1080|21ur-15299,0,0
CELE_Y105C5A.778|21ur-8800,0,0
CELE_Y105C5A.962|21ur-5490,0,0
CELE_Y105C5A.252|21ur-426,0,0
CELE_Y105C5A.1162|21ur-9618,0,0
CELE_Y105C5A.260|21ur-1189,0,0
CELE_Y105C5A.480|21ur-4807,0,0
CELE_Y105C5A.21|Y105C5A.21,0,0
CELE_Y105C5A.1249|21ur-8437,0,0
CELE_Y105C5A.166|21ur-452,0,0
CELE_Y105C5A.649|21ur-5841,0,0
CELE_Y105C5A.1264|21ur-9500,0,0
CELE_Y105C5A.295|21ur-218,0,0
CELE_Y105C5A.1085|21ur-12505,0,0
CELE_Y105C5A.162|21ur-3195,0,0
CELE_Y105C5A.584|21ur-9087,0,0
CELE_Y105C5A.353|21ur-1780,0,0
CELE_Y105C5A.1163|21ur-5459,0,0
CELE_Y105C5A.1017|21ur-10012,0,0
CELE_Y105C5A.1236|21ur-8633,0,0
CELE_Y105C5A.1101|21ur-10361,0,0
CELE_Y105C5A.1050|21ur-7674,0,0
CELE_Y105C5A.827|21ur-11852,0,0
CELE_Y105C5A.1273|Y105C5A.1273,0,0
CELE_Y105C5A.257|21ur-2294,0,0
CELE_Y105C5A.1226|21ur-9696,0,0
CELE_Y105C5A.1185|21ur-11427,0,0
CELE_Y105C5A.1243|21ur-11368,0,0
CELE_Y105C5A.1090|21ur-15662,0,0
CELE_Y105C5A.1086|21ur-6932,0,0
CELE_Y105C5A.1263|21ur-12097,0,0
CELE_Y105C5A.321|21ur-4788,0,0
CELE_Y105C5A.409|21ur-3013,0,0
CELE_Y105C5A.130|21ur-1489,0,0
CELE_Y105C5A.125|21ur-753,0,0
CELE_Y105C5A.1276|Y105C5A.1276,0,0
CELE_Y105C5A.T1|Y105C5A.t1,0,0
CELE_Y105C5A.1204|21ur-6292,0,0
CELE_Y105C5A.282|21ur-2152,0,0
CELE_Y105C5A.53|21ur-5223,0,0
CELE_Y105C5A.746|21ur-5848,0,0
CELE_Y105C5A.675|21ur-5706,0,0
CELE_Y105C5A.628|21ur-9979,0,0
CELE_Y105C5A.1079|21ur-13806,0,0
CELE_Y105C5A.1049|21ur-13910,0,0
CELE_Y105C5A.142|21ur-797,0,0
CELE_Y105C5A.743|21ur-13021,0,0
CELE_Y105C5A.419|21ur-5415,0,0
CELE_Y105C5A.830|21ur-7988,0,0
CELE_Y105C5A.634|21ur-10222,0,0
CELE_Y105C5A.606|21ur-6265,0,0
CELE_Y105C5A.253|21ur-3321,0,0
CELE_Y105C5A.973|21ur-13969,0,0
CELE_Y105C5A.392|21ur-2183,0,0
CELE_Y105C5A.602|21ur-10548,0,0
CELE_Y105C5A.1194|21ur-11685,0,0
CELE_Y105C5A.950|21ur-12976,0,0
CELE_Y105C5A.74|21ur-3257,0,0
CELE_Y105C5A.365|21ur-2118,0,0
CELE_Y105C5A.799|21ur-12988,0,0
CELE_Y105C5A.310|21ur-2931,0,0
CELE_Y105C5A.285|21ur-694,0,0
CELE_Y105C5A.1286|mir-2217.5,0,0
CELE_Y105C5A.31|Y105C5A.31,0,0
CELE_Y105C5A.1131|21ur-12144,0,0
CELE_Y105C5A.470|21ur-3852,0,0
CELE_Y105C5A.709|21ur-9853,0,0
CELE_Y105C5A.626|21ur-9018,0,0
CELE_Y105C5A.382|21ur-2843,0,0
CELE_Y105C5A.680|21ur-9571,0,0
CELE_Y105C5A.1004|21ur-15546,0,0
CELE_Y105C5A.578|21ur-12621,0,0
CELE_Y105C5A.800|21ur-9988,0,0
CELE_Y105C5A.983|21ur-7563,0,0
CELE_Y105C5A.970|21ur-6690,0,0
CELE_Y105C5A.411|21ur-3466,0,0
CELE_Y105C5A.433|21ur-4555,0,0
CELE_Y105C5A.346|21ur-853,0,0
CELE_Y105C5A.1153|21ur-14106,0,0
CELE_Y105C5A.848|21ur-15333,0,0
CELE_Y105C5A.1026|21ur-11109,0,0
CELE_Y105C5A.1171|21ur-12882,0,0
CELE_Y105C5A.371|21ur-3170,0,0
CELE_Y105C5A.705|21ur-11412,0,0
CELE_Y105C5A.300|21ur-3038,0,0
CELE_Y105C5A.191|21ur-216,0,0
CELE_Y105C5A.711|21ur-7768,0,0
CELE_Y105C5A.1124|21ur-13459,0,0
CELE_Y105C5A.1187|21ur-12781,0,0
CELE_Y105C5A.892|21ur-10624,0,0
CELE_Y105C5A.713|21ur-5603,0,0
CELE_Y105C5A.363|21ur-1231,0,0
CELE_Y105C5A.895|21ur-11250,0,0
CELE_Y105C5A.1102|21ur-5637,0,0
CELE_Y105C5A.647|21ur-11857,0,0
CELE_Y105C5A.1089|21ur-12518,0,0
CELE_Y105C5A.600|21ur-13534,0,0
CELE_Y105C5A.506|21ur-4211,0,0
CELE_Y105C5A.66|21ur-4160,0,0
CELE_Y105C5A.783|21ur-8331,0,0
CELE_Y105C5A.145|21ur-5059,0,0
CELE_Y105C5A.1164|21ur-13017,0,0
CELE_Y105C5A.567|21ur-8004,0,0
CELE_Y105C5A.276|21ur-3181,0,0
CELE_Y105C5A.312|21ur-760,0,0
CELE_Y105C5A.1173|21ur-13762,0,0
CELE_Y105C5A.924|21ur-7734,0,0
CELE_Y105C5A.302|21ur-786,0,0
CELE_Y105C5A.112|21ur-4031,0,0
CELE_Y105C5A.1188|21ur-5556,0,0
CELE_Y105C5A.563|21ur-10523,0,0
CELE_Y105C5A.479|21ur-5005,0,0
CELE_Y105C5A.129|21ur-3136,0,0
CELE_Y105C5A.933|21ur-9664,0,0
CELE_Y105C5A.1095|21ur-6669,0,0
CELE_Y105C5A.44|21ur-4548,0,0
CELE_Y105C5A.618|21ur-12441,0,0
CELE_Y105C5A.1109|21ur-6662,0,0
CELE_Y105C5A.308|21ur-2275,0,0
CELE_Y105C5A.1240|21ur-11149,0,0
CELE_Y105C5A.1166|21ur-13048,0,0
CELE_Y105C5A.877|21ur-11207,0,0
CELE_Y105C5A.659|21ur-13298,0,0
CELE_Y105C5A.901|21ur-14102,0,0
CELE_Y105C5A.81|21ur-1199,0,0
CELE_Y105C5A.1091|21ur-14858,0,0
CELE_Y105C5A.307|21ur-2519,0,0
CELE_Y105C5A.821|21ur-10732,0,0
CELE_Y105C5A.235|21ur-967,0,0
CELE_Y105C5A.114|21ur-3647,0,0
CELE_Y105C5A.974|21ur-6455,0,0
CELE_Y105C5A.619|21ur-5844,0,0
CELE_Y105C5A.1158|21ur-15106,0,0
CELE_Y105C5A.998|21ur-10471,0,0
CELE_Y105C5A.241|21ur-227,0,0
CELE_Y105C5A.156|21ur-1164,0,0
CELE_Y105C5A.215|21ur-3664,0,0
CELE_Y105C5A.513|21ur-9354,0,0
CELE_Y105C5A.666|21ur-13574,0,0
CELE_Y105C5A.694|21ur-7024,0,0
CELE_Y105C5A.151|21ur-2752,0,0
CELE_Y105C5A.375|21ur-2684,0,0
CELE_Y105C5A.928|21ur-9029,0,0
CELE_Y105C5A.190|21ur-33,0,0
CELE_Y105C5A.834|21ur-7027,0,0
CELE_Y105C5A.996|21ur-6180,0,0
CELE_Y105C5A.405|21ur-5363,0,0
CELE_Y105C5A.1134|21ur-15252,0,0
CELE_Y105C5A.230|21ur-2387,0,0
CELE_Y105C5A.631|21ur-6959,0,0
CELE_Y105C5A.906|21ur-12592,0,0
CELE_Y105C5A.593|21ur-9381,0,0
CELE_Y105C5A.224|21ur-2467,0,0
CELE_Y105C5A.1231|21ur-8217,0,0
CELE_Y105C5A.1146|21ur-13299,0,0
CELE_Y105C5A.765|21ur-8036,0,0
CELE_Y105C5A.752|21ur-10084,0,0
CELE_Y105C5A.223|21ur-4456,0,0
CELE_Y105C5A.904|21ur-11036,0,0
CELE_Y105C5A.641|21ur-6202,0,0
CELE_Y105C5A.473|21ur-65,0,0
CELE_Y105C5A.646|21ur-13621,0,0
CELE_Y105C5A.426|21ur-4311,0,0
CELE_Y105C5A.443|21ur-1454,0,0
CELE_Y105C5A.1192|21ur-15311,0,0
CELE_Y105C5A.438|21ur-1373,0,0
CELE_Y105C5A.772|21ur-9625,0,0
CELE_Y105C5A.1019|21ur-15675,0,0
CELE_Y105C5A.85|21ur-3565,0,0
CELE_Y105C5A.1140|21ur-9640,0,0
CELE_Y105C5A.810|21ur-14631,0,0
CELE_Y105C5A.342|21ur-4288,0,0
CELE_Y105C5A.688|21ur-12957,0,0
CELE_Y105C5A.608|21ur-14994,0,0
CELE_Y105C5A.338|21ur-4416,0,0
CELE_Y105C5A.486|21ur-473,0,0
CELE_Y105C5A.764|21ur-11220,0,0
CELE_Y105C5A.138|21ur-1987,0,0
CELE_Y105C5A.261|21ur-5239,0,0
CELE_Y105C5A.1201|21ur-10950,0,0
CELE_Y105C5A.390|21ur-2259,0,0
CELE_Y105C5A.364|21ur-2857,0,0
CELE_Y105C5A.828|21ur-8328,0,0
CELE_Y105C5A.653|21ur-8559,0,0
CELE_Y105C5A.1253|21ur-12178,0,0
CELE_Y105C5A.1030|21ur-10401,0,0
CELE_Y105C5A.757|21ur-13647,0,0
CELE_Y105C5A.511|21ur-11415,0,0
CELE_Y105C5A.1251|21ur-6016,0,0
CELE_Y105C5A.123|21ur-3016,0,0
CELE_Y105C5A.644|21ur-6314,0,0
CELE_Y105C5A.683|21ur-9706,0,0
CELE_Y105C5A.32|21ur-4348,0,0
CELE_Y105C5A.972|21ur-11506,0,0
CELE_Y105C5A.662|21ur-12844,0,0
CELE_Y105C5A.259|21ur-145,0,0
CELE_Y105C5A.1229|21ur-10623,0,0
CELE_Y105C5A.573|21ur-10129,0,0
CELE_Y105C5A.236|21ur-1211,0,0
CELE_Y105C5A.944|21ur-13349,0,0
CELE_Y105C5A.263|21ur-2979,0,0
CELE_Y105C5A.695|21ur-14246,0,0
CELE_Y105C5A.903|21ur-13879,0,0
CELE_Y105C5A.979|21ur-15029,0,0
CELE_Y105C5A.477|21ur-247,0,0
CELE_Y105C5A.305|21ur-4780,0,0
CELE_Y105C5A.1180|21ur-7309,0,0
CELE_Y105C5A.1238|21ur-10706,0,0
CELE_Y105C5A.759|21ur-7576,0,0
CELE_Y105C5A.1117|21ur-5911,0,0
CELE_Y105C5A.599|21ur-6804,0,0
CELE_Y105C5A.1189|21ur-8704,0,0
CELE_Y105C5A.744|21ur-7845,0,0
CELE_Y105C5A.813|21ur-7451,0,0
CELE_Y105C5A.542|21ur-13984,0,0
CELE_Y105C5A.366|21ur-4998,0,0
CELE_Y105C5A.512|21ur-7663,0,0
CELE_Y105C5A.1038|21ur-9539,0,0
CELE_Y105C5A.586|21ur-8498,0,0
CELE_Y105C5A.984|21ur-8931,0,0
CELE_Y105C5A.45|21ur-2568,0,0
CELE_Y105C5A.487|21ur-374,0,0
CELE_Y105C5A.94|21ur-3756,0,0
CELE_Y105C5A.1063|21ur-15359,0,0
CELE_Y105C5A.445|21ur-4937,0,0
CELE_Y105C5A.951|21ur-8599,0,0
CELE_Y105C5A.1060|21ur-12884,0,0
CELE_Y105C5A.881|21ur-5544,0,0
CELE_Y105C5A.864|21ur-12061,0,0
CELE_Y105C5A.440|21ur-4394,0,0
CELE_Y105C5A.819|21ur-6313,0,0
CELE_Y105C5A.823|21ur-7878,0,0
CELE_Y105C5A.228|21ur-3592,0,0
CELE_Y105C5A.919|21ur-13205,0,0
CELE_Y105C5A.179|21ur-4513,0,0
CELE_Y105C5A.732|21ur-10067,0,0
CELE_Y105C5A.751|21ur-8476,0,0
CELE_Y105C5A.568|21ur-8956,0,0
CELE_Y105C5A.291|21ur-3521,0,0
CELE_Y105C5A.769|21ur-8927,0,0
CELE_Y105C5A.509|21ur-9733,0,0
CELE_Y105C5A.587|21ur-5670,0,0
CELE_Y105C5A.657|21ur-9530,0,0
CELE_Y105C5A.1045|21ur-11520,0,0
CELE_Y105C5A.540|21ur-10293,0,0
CELE_Y105C5A.337|21ur-839,0,0
CELE_Y105C5A.782|21ur-10328,0,0
CELE_Y105C5A.730|21ur-14185,0,0
CELE_Y105C5A.157|21ur-5052,0,0
CELE_Y105C5A.131|21ur-266,0,0
CELE_Y105C5A.1269|Y105C5A.1269,0,0
CELE_Y105C5A.645|21ur-14099,0,0
CELE_Y105C5A.1098|21ur-5988,0,0
CELE_Y105C5A.760|21ur-10929,0,0
CELE_Y105C5A.169|21ur-2787,0,0
CELE_Y105C5A.533|21ur-13713,0,0
CELE_Y105C5A.879|21ur-13595,0,0
CELE_Y105C5A.554|21ur-6417,0,0
CELE_Y105C5A.915|21ur-12997,0,0
CELE_Y105C5A.826|21ur-7343,0,0
CELE_Y105C5A.643|21ur-6796,0,0
CELE_Y105C5A.923|21ur-8073,0,0
CELE_Y105C5A.559|21ur-12894,0,0
CELE_Y105C5A.1176|21ur-6263,0,0
CELE_Y105C5A.1174|21ur-6915,0,0
CELE_Y105C5A.891|21ur-6058,0,0
CELE_Y105C5A.756|21ur-15307,0,0
CELE_Y105C5A.1081|21ur-7865,0,0
CELE_Y105C5A.824|21ur-15232,0,0
CELE_Y105C5A.883|21ur-14488,0,0
CELE_Y105C5A.648|21ur-10660,0,0
CELE_Y105C5A.399|21ur-2576,0,0
CELE_Y105C5A.413|21ur-2070,0,0
CELE_Y105C5A.556|21ur-8020,0,0
CELE_Y105C5A.1012|21ur-13857,0,0
CELE_Y105C5A.1074|21ur-6315,0,0
CELE_Y105C5A.791|21ur-8341,0,0
CELE_Y105C5A.520|21ur-8793,0,0
CELE_Y105C5A.495|21ur-4979,0,0
CELE_Y105C5A.249|21ur-3994,0,0
CELE_Y105C5A.517|21ur-12136,0,0
CELE_Y105C5A.1123|21ur-7110,0,0
CELE_Y105C5A.796|21ur-10896,0,0
CELE_Y105C5A.781|21ur-13941,0,0
CELE_Y105C5A.992|21ur-13825,0,0
CELE_Y105C5A.403|21ur-4414,0,0
CELE_Y105C5A.767|21ur-11259,0,0
CELE_Y105C5A.214|21ur-5449,0,0
CELE_Y105C5A.256|21ur-3934,0,0
CELE_Y105C5A.795|21ur-11010,0,0
CELE_Y105C5A.391|21ur-1529,0,0
CELE_Y105C5A.569|21ur-6176,0,0
CELE_Y105C5A.1168|21ur-7499,0,0
CELE_Y105C5A.464|21ur-4850,0,0
CELE_Y105C5B.981|21ur-10629,0,0
CELE_Y105C5B.1061|21ur-13026,0,0
CELE_Y105C5B.1185|21ur-7814,0,0
CELE_Y105C5B.915|21ur-12462,0,0
CELE_Y105C5B.1010|21ur-13063,0,0
CELE_Y105C5B.105|21ur-648,0,0
CELE_Y105C5B.1224|21ur-12528,0,0
CELE_Y105C5B.69|21ur-533,0,0
CELE_Y105C5B.205|21ur-2205,0,0
CELE_Y105C5B.121|21ur-5125,0,0
CELE_Y105C5B.875|21ur-15651,0,0
CELE_Y105C5B.412|21ur-737,0,0
CELE_Y105C5B.1107|21ur-10335,0,0
CELE_Y105C5B.1277|21ur-14067,0,0
CELE_Y105C5B.663|21ur-6026,0,0
CELE_Y105C5B.1049|21ur-13252,0,0
CELE_Y105C5B.603|21ur-5443,0,0
CELE_Y105C5B.906|21ur-13622,0,0
CELE_Y105C5B.1362|21ur-13360,0,0
CELE_Y105C5B.1246|21ur-7794,0,0
CELE_Y105C5B.52|21ur-1977,0,0
CELE_Y105C5B.342|21ur-4484,0,0
CELE_Y105C5B.130|21ur-807,0,0
CELE_Y105C5B.1386|21ur-9768,0,0
CELE_Y105C5B.125|21ur-2355,0,0
CELE_Y105C5B.1080|21ur-6787,0,0
CELE_Y105C5B.838|21ur-14917,0,0
CELE_Y105C5B.530|21ur-2075,0,0
CELE_Y105C5B.90|21ur-498,0,0
CELE_Y105C5B.764|21ur-14667,0,0
CELE_Y105C5B.923|21ur-11179,0,0
CELE_Y105C5B.1258|21ur-15206,0,0
CELE_Y105C5B.743|21ur-7450,0,0
CELE_Y105C5B.213|21ur-1756,0,0
CELE_Y105C5B.544|21ur-5332,0,0
CELE_Y105C5B.1194|21ur-5869,0,0
CELE_Y105C5B.1098|21ur-7567,0,0
CELE_Y105C5B.1090|21ur-10761,0,0
CELE_Y105C5B.1239|21ur-14048,0,0
CELE_Y105C5B.89|21ur-3233,0,0
CELE_Y105C5B.1112|21ur-11094,0,0
CELE_Y105C5B.97|21ur-1273,0,0
CELE_Y105C5B.925|21ur-15600,0,0
CELE_Y105C5B.478|21ur-180,0,0
CELE_Y105C5B.1063|21ur-5833,0,0
CELE_Y105C5B.623|21ur-13231,0,0
CELE_Y105C5B.440|21ur-3643,0,0
CELE_Y105C5B.127|21ur-2708,0,0
CELE_Y105C5B.781|21ur-11393,0,0
CELE_Y105C5B.1319|21ur-11181,0,0
CELE_Y105C5B.1116|21ur-8642,0,0
CELE_Y105C5B.1405|21ur-8712,0,0
CELE_Y105C5B.664|21ur-11736,0,0
CELE_Y105C5B.263|21ur-782,0,0
CELE_Y105C5B.1005|21ur-14331,0,0
CELE_Y105C5B.886|21ur-11800,0,0
CELE_Y105C5B.492|21ur-1532,0,0
CELE_Y105C5B.1053|21ur-14169,0,0
CELE_Y105C5B.308|21ur-1178,0,0
CELE_Y105C5B.293|21ur-2147,0,0
CELE_Y105C5B.430|21ur-5341,0,0
CELE_Y105C5B.1398|21ur-10086,0,0
CELE_Y105C5B.904|21ur-9231,0,0
CELE_Y105C5B.619|21ur-9891,0,0
CELE_Y105C5B.91|21ur-2890,0,0
CELE_Y105C5B.1371|21ur-11251,0,0
CELE_Y105C5B.209|21ur-3225,0,0
CELE_Y105C5B.1196|21ur-10575,0,0
CELE_Y105C5B.1327|21ur-9142,0,0
CELE_Y105C5B.1068|21ur-7203,0,0
CELE_Y105C5B.226|21ur-3829,0,0
CELE_Y105C5B.1312|21ur-12539,0,0
CELE_Y105C5B.70|21ur-4243,0,0
CELE_Y105C5B.1163|21ur-8733,0,0
CELE_Y105C5B.325|21ur-4362,0,0
CELE_Y105C5B.559|21ur-177,0,0
CELE_Y105C5B.935|21ur-14316,0,0
CELE_Y105C5B.320|21ur-4720,0,0
CELE_Y105C5B.869|21ur-9449,0,0
CELE_Y105C5B.867|21ur-9674,0,0
CELE_Y105C5B.885|21ur-13458,0,0
CELE_Y105C5B.1253|21ur-15381,0,0
CELE_Y105C5B.74|21ur-963,0,0
CELE_Y105C5B.1331|21ur-13102,0,0
CELE_Y105C5B.972|21ur-10800,0,0
CELE_Y105C5B.587|21ur-16,0,0
CELE_Y105C5B.1365|21ur-10334,0,0
CELE_Y105C5B.504|21ur-3077,0,0
CELE_Y105C5B.77|21ur-2794,0,0
CELE_Y105C5B.1384|21ur-9583,0,0
CELE_Y105C5B.941|21ur-6478,0,0
CELE_Y105C5B.1203|21ur-9752,0,0
CELE_Y105C5B.590|21ur-4557,0,0
CELE_Y105C5B.888|21ur-9391,0,0
CELE_Y105C5B.222|21ur-2041,0,0
CELE_Y105C5B.893|21ur-12230,0,0
CELE_Y105C5B.810|21ur-13235,0,0
